                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                  0.586,                0.34164,                0.84506,                0.89052,                  0.884,                0.92669,                0.79814,                0.60738,                0.39365,                0.85218,               0.002674,               0.002674,               0.002674
                     77,                0.58712,                0.34149,                0.84329,                0.89203,                0.88359,                0.92665,                0.79831,                0.60745,                0.39392,                0.85219,               0.002575,               0.002575,               0.002575
                     78,                0.58432,                0.34147,                0.84308,                  0.891,                0.88454,                0.92668,                0.79815,                0.60746,                0.39405,                 0.8522,               0.002476,               0.002476,               0.002476
                     79,                0.57675,                0.33272,                0.84087,                0.89222,                0.88211,                0.92671,                0.79832,                0.60748,                0.39418,                0.85219,               0.002377,               0.002377,               0.002377
                     80,                0.58307,                0.33989,                0.84267,                 0.8928,                0.88131,                 0.9268,                0.79819,                0.60754,                0.39449,                0.85223,               0.002278,               0.002278,               0.002278
                     81,                0.57861,                0.33391,                0.84298,                0.89305,                0.88124,                0.92678,                0.79821,                0.60758,                 0.3948,                0.85232,               0.002179,               0.002179,               0.002179
                     82,                0.58141,                0.33592,                0.84313,                0.89392,                0.88032,                0.92655,                0.79828,                 0.6076,                0.39514,                0.85237,                0.00208,                0.00208,                0.00208
                     83,                0.57869,                 0.3343,                0.84162,                0.89347,                0.88036,                0.92637,                0.79813,                0.60775,                0.39551,                 0.8524,               0.001981,               0.001981,               0.001981
                     84,                0.57409,                0.33108,                0.84224,                0.89263,                0.88082,                0.92623,                0.79812,                0.60777,                0.39569,                0.85249,               0.001882,               0.001882,               0.001882
                     85,                0.57417,                0.32835,                0.84119,                0.89194,                 0.8814,                0.92625,                0.79807,                0.60773,                0.39602,                0.85251,               0.001783,               0.001783,               0.001783
                     86,                0.57212,                0.32757,                0.83884,                0.89228,                0.88109,                0.92626,                0.79796,                0.60777,                0.39627,                0.85254,               0.001684,               0.001684,               0.001684
                     87,                0.56951,                0.32721,                0.83872,                0.89253,                 0.8806,                0.92605,                0.79786,                0.60771,                0.39664,                0.85251,               0.001585,               0.001585,               0.001585
                     88,                 0.5678,                0.32073,                0.83709,                0.89233,                0.88117,                0.92587,                0.79798,                0.60772,                0.39685,                 0.8525,               0.001486,               0.001486,               0.001486
                     89,                0.56199,                0.31982,                0.83656,                0.89213,                0.88124,                0.92564,                0.79796,                0.60769,                0.39717,                0.85253,               0.001387,               0.001387,               0.001387
                     90,                0.55991,                0.31536,                0.83626,                0.89193,                0.88189,                0.92543,                0.79773,                0.60786,                0.39767,                0.85259,               0.001288,               0.001288,               0.001288
